500,500,0,0
500,500,1,0
500,500,2,0
500,500,2,0
500,500,0,0
500,500,1,0
500,500,3,0
500,500,0,0
500,500,0,0
500,500,4,0
500,500,0,0
500,500,0,0
500,500,0,0
500,500,2,0
500,500,1,0
500,500,1,0
500,500,2,0
500,500,1,0
500,500,5,0
500,500,0,0
500,500,1,0
500,500,0,0
500,500,6,0
500,500,2,0
500,500,1,0
500,500,1,0
500,500,5,0
500,500,0,0
500,500,1,0
500,500,1,0
500,500,6,0
500,500,1,0
500,500,2,0
500,500,2,0
500,500,1,0
500,500,1,0
500,500,0,0
500,500,4,0
500,500,1,0
500,500,1,0
500,500,1,0
500,500,1,0
500,500,2,0
500,500,2,0
500,500,3,0
500,500,6,0
500,500,1,0
500,500,3,0
500,500,2,0
500,500,2,0
500,500,0,0
500,500,2,0
500,500,1,0
500,500,0,0
500,500,2,0
500,500,1,0
500,500,3,0
500,500,0,0
500,500,3,0
500,500,2,0
500,500,5,0
500,500,2,0
500,500,1,0
500,500,6,0
500,500,0,0
500,500,2,0
500,500,0,0
500,500,4,0
500,500,1,0
500,500,2,0
500,500,1,0
500,500,0,0
500,500,0,0
500,500,0,0
500,500,1,0
500,500,2,0
500,500,1,0
500,500,1,0
500,500,0,0
500,500,0,0
500,500,1,0
500,500,1,0
500,500,2,0
500,500,1,0
500,500,2,0
500,500,1,0
500,500,2,0
500,500,4,0
500,500,4,0
500,500,0,0
500,500,1,0
500,500,0,0
500,500,1,0
500,500,5,0
500,500,3,0
500,500,0,0
500,500,1,0
500,500,2,0
500,500,1,0
500,500,1,0
500,500,0,0
500,500,1,1
500,500,5,0
515.0,515.0,1,0
515.0,515.0,2,0
515.0,515.0,2,1
515.0,515.0,2,0
580.0,580.0,1,0
580.0,580.0,2,0
580.0,580.0,2,0
580.0,580.0,1,0
580.0,580.0,0,0
580.0,580.0,1,0
580.0,580.0,0,0
580.0,580.0,1,0
580.0,580.0,2,0
580.0,580.0,4,0
580.0,580.0,2,0
580.0,580.0,0,0
580.0,580.0,4,0
580.0,580.0,5,0
580.0,580.0,3,0
580.0,580.0,1,0
580.0,580.0,1,0
580.0,580.0,1,0
580.0,580.0,2,0
580.0,580.0,1,0
580.0,580.0,2,0
580.0,580.0,2,0
580.0,580.0,2,0
580.0,580.0,0,0
580.0,580.0,1,0
580.0,580.0,1,0
580.0,580.0,2,0
580.0,580.0,0,0
580.0,580.0,5,0
580.0,580.0,1,0
580.0,580.0,1,0
580.0,580.0,1,0
580.0,580.0,2,0
580.0,580.0,1,0
580.0,580.0,1,0
580.0,580.0,2,0
580.0,580.0,0,0
580.0,580.0,1,0
580.0,580.0,2,0
580.0,580.0,1,0
580.0,580.0,2,0
580.0,580.0,4,0
580.0,580.0,4,0
580.0,580.0,2,0
580.0,580.0,3,0
580.0,580.0,2,0
580.0,580.0,1,0
580.0,580.0,0,0
580.0,580.0,2,0
580.0,580.0,1,0
580.0,580.0,1,0
580.0,580.0,2,0
580.0,580.0,1,0
580.0,580.0,1,0
580.0,580.0,1,0
580.0,580.0,1,0
580.0,580.0,1,0
580.0,580.0,2,0
580.0,580.0,1,0
580.0,580.0,4,0
580.0,580.0,5,0
580.0,580.0,3,0
580.0,580.0,1,0
580.0,580.0,1,0
580.0,580.0,0,0
580.0,580.0,2,0
580.0,580.0,3,0
580.0,580.0,2,0
580.0,580.0,0,0
580.0,580.0,0,0
580.0,580.0,1,0
580.0,580.0,1,0
580.0,580.0,2,0
580.0,580.0,0,0
580.0,580.0,0,0
580.0,580.0,0,0
580.0,580.0,0,0
580.0,580.0,2,0
580.0,580.0,1,0
580.0,580.0,2,0
580.0,580.0,0,0
580.0,580.0,0,0
580.0,580.0,0,0
580.0,580.0,4,0
580.0,580.0,2,0
580.0,580.0,1,0
580.0,580.0,1,0
580.0,580.0,2,0
580.0,580.0,0,0
580.0,580.0,1,0
580.0,580.0,2,0
580.0,580.0,1,0
580.0,580.0,2,0
580.0,580.0,1,0
580.0,580.0,4,0
500.0,500.0,1,0
500.0,500.0,2,1
500.0,500.0,2,0
510.0,510.0,2,0
510.0,510.0,1,0
510.0,510.0,1,0
510.0,510.0,1,0
510.0,510.0,0,0
510.0,510.0,1,1
510.0,510.0,2,0
605.0,605.0,0,0
605.0,605.0,0,0
605.0,605.0,2,0
605.0,605.0,1,0
605.0,605.0,1,0
605.0,605.0,1,1
605.0,605.0,2,0
785.0,785.0,0,0
785.0,785.0,0,0
785.0,785.0,1,0
785.0,785.0,0,0
785.0,785.0,2,0
785.0,785.0,4,0
785.0,785.0,0,0
785.0,785.0,2,0
785.0,785.0,1,0
785.0,785.0,1,0
785.0,785.0,1,0
785.0,785.0,2,0
785.0,785.0,0,0
785.0,785.0,2,0
785.0,785.0,1,0
785.0,785.0,2,0
785.0,785.0,1,0
785.0,785.0,1,0
785.0,785.0,1,0
785.0,785.0,2,0
785.0,785.0,3,0
785.0,785.0,0,0
785.0,785.0,2,0
785.0,785.0,3,0
785.0,785.0,2,0
785.0,785.0,1,0
785.0,785.0,0,0
785.0,785.0,3,0
785.0,785.0,1,0
785.0,785.0,1,0
785.0,785.0,2,0
785.0,785.0,1,0
785.0,785.0,1,0
785.0,785.0,0,0
785.0,785.0,2,0
785.0,785.0,1,0
785.0,785.0,2,0
785.0,785.0,2,0
785.0,785.0,1,0
785.0,785.0,1,0
785.0,785.0,1,0
785.0,785.0,0,0
785.0,785.0,3,0
785.0,785.0,2,0
785.0,785.0,0,0
785.0,785.0,0,0
785.0,785.0,4,0
785.0,785.0,1,0
785.0,785.0,2,0
785.0,785.0,0,0
785.0,785.0,2,0
785.0,785.0,1,0
785.0,785.0,2,0
785.0,785.0,1,0
785.0,785.0,0,0
785.0,785.0,1,0
785.0,785.0,1,0
785.0,785.0,1,0
785.0,785.0,1,0
785.0,785.0,2,0
785.0,785.0,2,0
785.0,785.0,0,0
785.0,785.0,2,0
785.0,785.0,2,0
785.0,785.0,2,0
785.0,785.0,1,0
785.0,785.0,3,0
785.0,785.0,4,0
785.0,785.0,0,0
785.0,785.0,2,0
785.0,785.0,4,0
785.0,785.0,0,0
785.0,785.0,0,0
785.0,785.0,1,0
785.0,785.0,2,0
785.0,785.0,2,0
785.0,785.0,0,0
785.0,785.0,1,0
785.0,785.0,0,0
785.0,785.0,1,0
785.0,785.0,4,0
785.0,785.0,1,0
785.0,785.0,0,0
785.0,785.0,0,0
785.0,785.0,2,0
785.0,785.0,1,0
500.0,500.0,2,0
500.0,500.0,1,0
500.0,500.0,1,1
500.0,500.0,1,0
540.0,540.0,0,0
540.0,540.0,1,0
540.0,540.0,1,0
540.0,540.0,0,0
540.0,540.0,0,0
540.0,540.0,2,0
540.0,540.0,0,0
540.0,540.0,2,0
540.0,540.0,2,0
540.0,540.0,0,0
540.0,540.0,2,0
540.0,540.0,1,0
540.0,540.0,2,0
540.0,540.0,1,0
540.0,540.0,2,0
540.0,540.0,0,0
540.0,540.0,1,0
540.0,540.0,0,0
540.0,540.0,1,0
540.0,540.0,1,0
540.0,540.0,1,0
540.0,540.0,2,0
540.0,540.0,1,0
540.0,540.0,1,0
540.0,540.0,1,0
540.0,540.0,1,0
540.0,540.0,5,0
540.0,540.0,2,0
540.0,540.0,5,0
540.0,540.0,1,0
540.0,540.0,1,0
540.0,540.0,2,0
540.0,540.0,1,0
540.0,540.0,1,0
540.0,540.0,1,0
540.0,540.0,3,0
540.0,540.0,0,0
540.0,540.0,2,0
540.0,540.0,1,0
540.0,540.0,0,0
540.0,540.0,2,0
540.0,540.0,0,0
540.0,540.0,0,0
540.0,540.0,0,0
540.0,540.0,2,0
540.0,540.0,1,0
540.0,540.0,5,0
540.0,540.0,0,0
540.0,540.0,2,0
540.0,540.0,2,0
540.0,540.0,0,0
540.0,540.0,4,0
540.0,540.0,2,0
540.0,540.0,6,0
540.0,540.0,0,0
540.0,540.0,0,0
540.0,540.0,4,0
540.0,540.0,1,0
540.0,540.0,0,0
540.0,540.0,2,0
540.0,540.0,0,0
540.0,540.0,1,0
540.0,540.0,1,0
540.0,540.0,0,0
540.0,540.0,5,0
540.0,540.0,1,0
540.0,540.0,1,0
540.0,540.0,5,0
540.0,540.0,1,0
540.0,540.0,2,0
540.0,540.0,3,0
540.0,540.0,0,0
540.0,540.0,1,0
540.0,540.0,4,0
540.0,540.0,0,0
540.0,540.0,2,0
540.0,540.0,1,0
540.0,540.0,2,0
540.0,540.0,5,0
540.0,540.0,2,0
540.0,540.0,6,0
540.0,540.0,1,0
540.0,540.0,0,0
540.0,540.0,1,0
540.0,540.0,1,0
540.0,540.0,1,0
540.0,540.0,1,0
540.0,540.0,2,0
540.0,540.0,3,0
540.0,540.0,2,0
540.0,540.0,2,0
540.0,540.0,2,0
540.0,540.0,0,0
540.0,540.0,2,0
540.0,540.0,0,0
