500,500,0,0
500,500,2,0
500,500,2,0
500,500,3,0
500,500,1,0
500,500,0,0
500,500,3,0
500,500,0,0
500,500,1,0
500,500,2,0
500,500,1,0
500,500,0,0
500,500,0,0
500,500,1,0
500,500,3,0
500,500,1,0
500,500,1,0
500,500,1,0
500,500,5,0
500,500,3,0
500,500,0,0
500,500,0,0
500,500,0,0
500,500,2,0
500,500,0,0
500,500,1,0
500,500,0,0
500,500,2,0
500,500,1,0
500,500,1,0
500,500,7,0
500,500,3,0
500,500,2,0
500,500,1,0
500,500,0,0
500,500,5,0
500,500,1,0
500,500,0,0
500,500,0,0
500,500,1,0
500,500,1,0
500,500,6,0
500,500,1,0
500,500,1,0
500,500,3,0
500,500,2,0
500,500,0,0
500,500,2,0
500,500,2,0
500,500,2,0
500,500,4,0
500,500,0,0
500,500,3,0
500,500,5,0
500,500,2,0
500,500,1,0
500,500,1,0
500,500,0,0
500,500,3,0
500,500,1,0
500,500,1,0
500,500,6,0
500,500,2,0
500,500,2,0
500,500,2,0
500,500,6,0
500,500,4,0
500,500,1,0
500,500,1,0
500,500,1,0
500,500,2,0
500,500,1,0
500,500,0,0
500,500,1,0
500,500,0,0
500,500,3,0
500,500,1,0
500,500,2,0
500,500,1,0
500,500,0,0
500,500,1,0
500,500,2,0
500,500,1,0
500,500,3,0
500,500,1,0
500,500,2,0
500,500,2,0
500,500,4,0
500,500,2,0
500,500,1,0
500,500,0,0
500,500,1,0
500,500,1,0
500,500,0,0
500,500,3,0
500,500,2,0
500,500,2,0
500,500,0,0
500,500,4,0
500,500,2,0
500,500,0,0
500,500,1,0
500,500,1,1
500,500,2,0
545.0,545.0,1,0
545.0,545.0,2,0
545.0,545.0,1,1
545.0,545.0,5,0
620.0,620.0,2,0
620.0,620.0,1,1
620.0,620.0,5,0
720.0,720.0,1,0
720.0,720.0,0,0
720.0,720.0,1,0
720.0,720.0,0,1
720.0,720.0,1,0
880.0,880.0,2,1
880.0,880.0,2,0
1050.0,1050.0,1,1
1050.0,1050.0,5,0
1235.0,1235.0,4,1
1235.0,1235.0,4,0
1450.0,1450.0,0,1
1450.0,1450.0,0,0
1675.0,1675.0,0,1
1675.0,1675.0,1,0
1910.0,1910.0,1,1
1910.0,1910.0,6,0
2155.0,2155.0,1,1
2155.0,2155.0,1,0
2410.0,2410.0,1,1
2410.0,2410.0,1,0
2680.0,2680.0,2,1
2680.0,2680.0,1,0
2980.0,2980.0,1,1
2980.0,2980.0,6,0
3290.0,3290.0,1,1
